iter	MAPE	RMSE	R2	MAE
4102	0.1137287622	466385.7689	0.9848630345	249628.8183
4103	0.1136929559	466374.5677	0.9848637616	249614.2304
4104	0.1136715794	466338.2528	0.9848661187	249587.0951
4105	0.1136548711	466314.5234	0.9848676588	249556.06
4106	0.1136477407	466294.0971	0.9848689845	249535.4247
4107	0.1136264845	466272.2014	0.9848704055	249503.1174
4108	0.1136134679	466241.0208	0.9848724289	249480.0846
4109	0.1136071433	466225.4068	0.9848734421	249464.6856
4110	0.1135925315	466209.6083	0.9848744673	249445.8468
4111	0.1135802421	466193.856	0.9848754894	249423.3405
4112	0.1135523745	466182.4019	0.9848762326	249404.5144
4113	0.113525398	466163.8531	0.984877436	249389.0282
4114	0.1135248115	466139.0705	0.9848790439	249370.9412
4115	0.1135078886	466118.3982	0.984880385	249349.2229
4116	0.1134935627	466088.3474	0.9848823345	249306.2923
4117	0.1134759434	466066.5531	0.9848837483	249270.5624
4118	0.1134730497	466044.0753	0.9848852063	249248.7785
4119	0.1134492928	466023.0722	0.9848865687	249220.2673
4120	0.1134266643	466001.7588	0.984887951	249190.9796
4121	0.1134141113	465985.212	0.9848890242	249172.1203
4122	0.1134008867	465968.0737	0.9848901357	249147.2996
4123	0.1133905325	465949.785	0.9848913218	249122.1303
4124	0.1133749587	465890.9672	0.9848951359	249083.2936
4125	0.113363659	465878.3975	0.984895951	249059.0027
4126	0.1133614974	465860.0799	0.9848971387	249040.0557
4127	0.113342616	465840.3989	0.9848984148	249023.1542
4128	0.1133278251	465821.6267	0.9848996318	248998.7636
4129	0.1133146272	465795.3265	0.9849013369	248978.322
4130	0.1132848898	465767.0125	0.9849031725	248950.1301
4131	0.1132634813	465753.018	0.9849040796	248922.3095
4132	0.1132535108	465701.9568	0.9849073894	248893.806
4133	0.1132512483	465686.9837	0.9849083599	248878.3894
4134	0.1132435067	465660.227	0.9849100941	248852.7632
4135	0.1132381844	465659.7177	0.9849101271	248851.754
4136	0.1132314501	465659.3205	0.9849101528	248849.9429
4137	0.1132242938	465647.1009	0.9849109448	248835.8485
4138	0.1132193268	465640.425	0.9849113775	248827.9895
4139	0.1132026405	465619.8877	0.9849127084	248807.2823
4140	0.113195237	465619.546	0.9849127306	248805.6108
4141	0.1131934557	465607.0239	0.984913542	248790.3262
4142	0.1131865024	465595.3355	0.9849142995	248776.3534
4143	0.1131637446	465575.574	0.98491558	248753.8123
4144	0.1131570029	465547.7097	0.9849173856	248728.2982
4145	0.1131410803	465525.3029	0.9849188374	248711.8217
4146	0.1131236399	465511.9595	0.9849197019	248694.9277
4147	0.1131110426	465394.2081	0.9849273301	248610.2581
4148	0.1130970279	465371.9282	0.9849287732	248586.33
4149	0.1130708359	465353.9854	0.9849299353	248549.3279
4150	0.1130690157	465336.254	0.9849310837	248531.0865
4151	0.1130303969	465316.2313	0.9849323805	248506.2526
4152	0.113019247	465283.4169	0.9849345056	248473.1024
4153	0.1129604862	465274.9478	0.984935054	248452.719
4154	0.1129348738	465257.7462	0.9849361679	248432.1021
4155	0.1129237358	465232.4529	0.9849378057	248414.3969
4156	0.112896501	465221.3906	0.984938522	248395.0104
4157	0.1128818418	465211.5263	0.9849391607	248381.9286
4158	0.1128572559	465195.0108	0.9849402301	248363.0005
4159	0.1128459276	465140.0756	0.9849437867	248292.4392
4160	0.1128231664	465124.5385	0.9849447925	248280.2201
4161	0.1128067695	465101.8836	0.9849462591	248253.9325
4162	0.1127970517	465091.7782	0.9849469132	248245.7842
4163	0.1127943115	465064.2519	0.984948695	248221.1053
4164	0.112791256	465047.2758	0.9849497938	248204.5542
4165	0.1127903508	465041.5809	0.9849501624	248205.9812
4166	0.1127752802	465041.1349	0.9849501913	248204.179
4167	0.1127728839	465019.8698	0.9849515676	248183.3575
4168	0.1127646437	464992.8892	0.9849533138	248163.2003
4169	0.1127632528	464982.599	0.9849539798	248150.1361
4170	0.1127344466	464971.4082	0.984954704	248130.2248
4171	0.1127215938	464954.569	0.9849557937	248102.0515
4172	0.112711195	464947.543	0.9849562484	248094.7314
4173	0.1126893581	464932.0295	0.9849572523	248071.3801
4174	0.1126659272	464903.4228	0.9849591033	248032.9182
4175	0.1126581071	464877.8178	0.9849607601	248007.7476
4176	0.1126512785	464825.9846	0.9849641136	247940.6108
4177	0.1126500091	464824.3231	0.9849642211	247940.8229
4178	0.1126553583	464783.3337	0.9849668727	247914.0964
4179	0.1126509027	464762.0451	0.9849682499	247899.1033
4180	0.1126390537	464756.8241	0.9849685876	247888.5306
4181	0.1126354118	464744.7311	0.9849693698	247867.4884
4182	0.1126146452	464716.7747	0.9849711781	247833.7312
4183	0.1126029198	464700.0757	0.9849722581	247814.1591
4184	0.1125888454	464675.7827	0.9849738293	247773.0359
4185	0.112555699	464664.508	0.9849745584	247752.7296
4186	0.1125512274	464658.1681	0.9849749685	247744.7341
4187	0.1125315181	464643.7191	0.9849759029	247719.7411
4188	0.1125103659	464621.6173	0.9849773322	247695.1668
4189	0.1125052254	464602.654	0.9849785584	247687.5196
4190	0.1124809084	464590.111	0.9849793695	247669.7121
4191	0.1124666107	464569.8835	0.9849806774	247641.7544
4192	0.1124463053	464558.6312	0.984981405	247622.4145
4193	0.1124260618	464549.66	0.984981985	247604.1995
4194	0.1123901571	464534.4034	0.9849829714	247578.5117
4195	0.1123670186	464499.8902	0.9849852028	247550.5479
4196	0.1123535047	464482.4669	0.9849863291	247525.2153
4197	0.1123396746	464468.9499	0.984987203	247512.7322
4198	0.1123372792	464454.5987	0.9849881307	247497.6009
4199	0.11233595	464340.6214	0.9849954976	247457.1874
4200	0.1123383863	464312.1665	0.9849973365	247431.1766
4201	0.1123217027	464292.5762	0.9849986025	247409.357
4202	0.1122983538	464260.9624	0.9850006453	247366.3872
4203	0.1122791608	464234.6115	0.9850023479	247334.1698
4204	0.112252066	464224.0381	0.9850030311	247313.877
4205	0.1122392431	464198.9073	0.9850046548	247285.0773
4206	0.1122297706	464192.3935	0.9850050756	247277.9858
4207	0.112229005	464182.5606	0.9850057109	247266.0079
4208	0.1122223116	464171.3014	0.9850064383	247252.2674
4209	0.1122279217	464131.9987	0.9850089773	247228.0408
4210	0.112211395	464099.8932	0.9850110512	247179.3875
4211	0.1121600617	464082.3279	0.9850121857	247149.6847
4212	0.1121372667	464066.3006	0.9850132209	247127.3974
4213	0.1121306141	464055.2634	0.9850139338	247113.8569
4214	0.1121022698	464041.9008	0.9850147969	247097.2448
4215	0.1120877509	464037.9195	0.985015054	247092.3796
4216	0.1120846655	464023.8798	0.9850159607	247073.4301
4217	0.1120880546	464019.8935	0.9850162182	247068.6435
4218	0.1120448777	463975.253	0.985019101	247013.9212
4219	0.1120420376	463929.568	0.9850220511	246997.4705
4220	0.1120215033	463917.3762	0.9850228383	246976.4447
4221	0.1119932587	463907.3617	0.9850234849	246955.9505
4222	0.1119729938	463905.4684	0.9850236071	246949.8808
4223	0.1119492502	463872.2783	0.98502575	246917.2925
4224	0.1119348689	463843.9836	0.9850275767	246886.5918
4225	0.1119152695	463827.423	0.9850286458	246856.2862
4226	0.1119056495	463821.4104	0.985029034	246848.9287
4227	0.111891399	463798.0948	0.9850305391	246828.0716
4228	0.1118880399	463784.6532	0.9850314067	246813.5921
4229	0.1118827564	463771.9034	0.9850322297	246786.563
4230	0.1118709892	463759.7512	0.9850330141	246763.4564
4231	0.1118601173	463708.7737	0.9850363043	246695.7692
4232	0.1118533341	463697.9517	0.9850370028	246682.3594
4233	0.1118404104	463681.2557	0.9850380803	246652.5694
4234	0.111819059	463664.6359	0.9850391528	246623.0024
4235	0.1118032179	463644.2747	0.9850404668	246599.4826
4236	0.1118012281	463633.6299	0.9850411537	246572.5304
4237	0.111800066	463629.8596	0.985041397	246568.2003
4238	0.1117802576	463610.8459	0.9850426239	246545.4373
4239	0.1117709505	463565.5351	0.9850455474	246531.3666
4240	0.1117648345	463530.8807	0.9850477832	246492.9236
4241	0.1117691301	463516.9879	0.9850486795	246468.065
4242	0.111763382	463512.0155	0.9850490003	246457.1418
4243	0.1117568367	463498.4475	0.9850498755	246442.0152
4244	0.111739959	463495.3702	0.9850500741	246435.0931
4245	0.1117240911	463475.2446	0.9850513723	246397.5419
4246	0.1116993884	463455.95	0.9850526169	246378.1826
4247	0.1116546645	463427.6169	0.9850544445	246346.5672
4248	0.1116462778	463401.1513	0.9850561515	246309.9095
4249	0.1116401233	463396.7278	0.9850564368	246304.4436
4250	0.1116361694	463375.3712	0.9850578141	246264.7659
4251	0.1116224508	463374.9765	0.9850578396	246263.3973
4252	0.1116198678	463361.508	0.9850587082	246248.4266
4253	0.1116216131	463354.6593	0.9850591499	246235.2366
4254	0.1115995784	463335.999	0.9850603532	246212.7681
4255	0.1115794412	463321.8592	0.9850612651	246182.7092
4256	0.1115850527	463283.7694	0.9850637212	246160.0948
4257	0.1115663771	463253.2152	0.9850656913	246124.4564
4258	0.1115519822	463231.422	0.9850670964	246104.7359
4259	0.1115447434	463200.0702	0.9850691176	246073.4384
4260	0.1115181972	463174.2941	0.9850707793	246031.8818
4261	0.1115072731	463158.5742	0.9850717927	246011.9755
4262	0.1114990554	463152.2544	0.9850722001	246005.8614
4263	0.1114906093	463138.9981	0.9850730546	245993.9354
4264	0.1114444115	463122.1906	0.985074138	245964.734
4265	0.1114387223	463095.0977	0.9850758843	245942.3576
4266	0.1114318048	463078.4204	0.9850769592	245932.7703
4267	0.1114229379	463065.0736	0.9850778194	245912.069
4268	0.1114219282	463061.9616	0.98507802	245909.4533
4269	0.1114148805	463018.2073	0.9850808398	245877.4813
4270	0.1114072711	463002.8305	0.9850818307	245858.3083
4271	0.111385968	462895.2654	0.9850887615	245773.8546
4272	0.111385674	462892.2888	0.9850889532	245764.8906
4273	0.1113884957	462888.278	0.9850892116	245760.1497
4274	0.1113781592	462875.749	0.9850900188	245743.255
4275	0.1113837954	462838.5234	0.9850924169	245721.3536
4276	0.1113633752	462823.5943	0.9850933786	245702.8025
4277	0.1113586034	462817.5847	0.9850937657	245690.8181
4278	0.1113518175	462801.8535	0.985094779	245680.1817
4279	0.1113388987	462783.7422	0.9850959456	245660.3115
4280	0.1113182965	462738.9713	0.9850988292	245628.987
4281	0.111309919	462728.4918	0.9850995041	245615.075
4282	0.1113078825	462726.3147	0.9850996443	245613.5338
4283	0.1112815959	462706.9949	0.9851008885	245588.1822
4284	0.1112758691	462688.2969	0.9851020926	245565.5357
4285	0.1112529759	462670.3281	0.9851032497	245537.7569
4286	0.1112430363	462661.5185	0.985103817	245520.0947
4287	0.1112289145	462556.4622	0.9851105812	245437.0172
4288	0.1112250643	462533.7652	0.9851120424	245413.7408
4289	0.1112236659	462507.9598	0.9851137036	245386.254
4290	0.1112111693	462497.7434	0.9851143612	245373.2536
4291	0.1111967743	462481.1781	0.9851154275	245347.8425
4292	0.1111879816	462447.2351	0.9851176123	245317.1003
4293	0.1111529404	462430.0785	0.9851187165	245293.3551
4294	0.1111454214	462418.212	0.9851194802	245285.7255
4295	0.1111230764	462400.9741	0.9851205897	245259.1221
4296	0.1111107375	462392.4348	0.9851211392	245248.9176
4297	0.1110964876	462376.4944	0.9851221651	245230.6458
4298	0.1110884352	462372.9185	0.9851223952	245226.5275
4299	0.111077291	462351.1969	0.985123793	245202.7137
4300	0.1110754157	462334.9847	0.9851248362	245191.2721
4301	0.1110760698	462323.2067	0.9851255941	245173.1102
4302	0.1110711513	462317.1434	0.9851259843	245165.3639
4303	0.111064844	462296.3011	0.9851273253	245146.789
4304	0.1110638806	462267.5818	0.9851291732	245122.4208
4305	0.1110477068	462267.2279	0.9851291959	245121.0661
4306	0.1110238547	462246.8805	0.985130505	245103.2609
4307	0.1109928101	462234.0657	0.9851313295	245078.7703
4308	0.1109779599	462232.2904	0.9851314437	245073.3337
4309	0.1109717196	462129.7882	0.9851380373	245002.9898
4310	0.1109560251	462124.065	0.9851384054	244991.8509
4311	0.1109481155	462114.9687	0.9851389905	244981.3507
4312	0.1109403801	462090.3814	0.9851405718	244956.4998
4313	0.1109336946	462072.2239	0.9851417396	244935.4207
4314	0.1109114985	462045.1704	0.9851434794	244894.4556
4315	0.110914807	462022.3455	0.9851449471	244872.31
4316	0.1109044825	462004.5799	0.9851460895	244846.0708
4317	0.1108987216	462000.3359	0.9851463624	244840.8297
4318	0.1108858816	461957.9045	0.9851490907	244803.5252
4319	0.1108623562	461957.0069	0.9851491484	244799.5313
4320	0.110857013	461936.649	0.9851504573	244782.9685
4321	0.1108353271	461910.425	0.9851521433	244741.8571
4322	0.1108136729	461876.8485	0.9851543018	244704.0206
4323	0.1108073663	461861.4666	0.9851552906	244693.6867
4324	0.1107860489	461851.5523	0.9851559279	244672.3475
4325	0.1107889046	461846.3183	0.9851562643	244667.2698
4326	0.1107689427	461831.7978	0.9851571977	244647.5988
4327	0.1107608827	461811.8113	0.9851584823	244633.7023
4328	0.1107475936	461798.7493	0.9851593219	244615.6507
4329	0.1107271759	461781.8229	0.9851604098	244587.1869
4330	0.1107140483	461779.9491	0.9851605302	244584.5783
4331	0.1106730161	461769.9872	0.9851611705	244557.9619
4332	0.1106375807	461742.5594	0.9851629332	244527.3296
4333	0.1106349357	461706.863	0.9851652272	244483.7511
4334	0.1106313062	461697.0941	0.9851658549	244475.4667
4335	0.1106248188	461696.6114	0.9851658859	244474.5883
4336	0.1106203657	461676.0088	0.9851672098	244438.3858
4337	0.1105750806	461646.3753	0.9851691139	244400.7824
4338	0.1105512041	461635.0974	0.9851698385	244384.5378
4339	0.1105485362	461634.6096	0.9851698698	244382.9834
4340	0.1104605827	461619.1968	0.9851708601	244344.8239
4341	0.1104445453	461593.6124	0.9851725038	244313.7047
4342	0.1104366026	461569.7784	0.985174035	244286.6764
4343	0.1104346475	461469.8522	0.9851804537	244218.7579
4344	0.1104196945	461469.4254	0.9851804811	244216.9519
4345	0.1104187641	461447.5874	0.9851818837	244199.5407
4346	0.1104100252	461430.8101	0.9851829612	244174.3728
4347	0.1103907113	461411.9043	0.9851841753	244149.1585
4348	0.1103839803	461407.3674	0.9851844667	244144.3266
4349	0.1103724065	461391.8373	0.985185464	244126.8598
4350	0.1103653889	461385.9446	0.9851858424	244121.729
4351	0.1103551716	461373.0354	0.9851866713	244106.0438
4352	0.1103439117	461372.6902	0.9851866935	244104.6973
4353	0.1103415609	461369.2773	0.9851869127	244100.7205
4354	0.1103389384	461355.7257	0.9851877829	244083.7118
4355	0.1103361576	461345.0353	0.9851884693	244072.7601
4356	0.1103156305	461312.1727	0.9851905793	244045.5817
4357	0.1103117537	461303.2226	0.985191154	244029.7536
4358	0.1102923649	461295.9864	0.9851916186	244017.6116
4359	0.1102799193	461295.4711	0.9851916517	244015.9344
4360	0.1102638202	461284.3968	0.9851923626	243999.1953
4361	0.1102635591	461262.9459	0.9851937398	243982.7374
4362	0.1102540617	461231.435	0.9851957627	243949.0275
4363	0.110233668	461223.5139	0.9851962712	243937.5202
4364	0.1102226191	461223.1841	0.9851962924	243936.2492
4365	0.1102095133	461222.614	0.9851963289	243934.1403
4366	0.1102059543	461208.5001	0.985197235	243928.5065
4367	0.1101828478	461197.0306	0.9851979712	243907.8424
4368	0.1101852123	461177.903	0.985199199	243882.5143
4369	0.1101635987	461167.754	0.9851998504	243864.8108
4370	0.1101643075	461163.9054	0.9852000974	243859.8602
4371	0.1101574092	461158.0938	0.9852004704	243854.7642
4372	0.110133145	461149.1656	0.9852010435	243831.754
4373	0.110123325	461124.7826	0.9852026084	243796.0139
4374	0.1101165201	461119.0282	0.9852029777	243790.9626
4375	0.1100786868	461104.4839	0.9852039111	243768.1179
4376	0.1100719507	461098.7841	0.9852042769	243763.0923
4377	0.1100537777	461088.9301	0.9852049093	243746.4683
4378	0.1100331057	461085.6315	0.985205121	243736.6499
4379	0.1099999883	461073.5553	0.985205896	243711.4881
4380	0.1099811322	461041.6002	0.9852079465	243682.05
4381	0.1099579093	461026.1232	0.9852089396	243665.6222
4382	0.1099574776	461005.2795	0.9852102771	243639.4562
4383	0.1099400344	460991.617	0.9852111537	243615.3491
4384	0.1099073627	460971.08	0.9852124713	243572.68
4385	0.1099086837	460970.4437	0.9852125121	243570.849
4386	0.1099034773	460951.5898	0.9852137217	243554.6387
4387	0.1098834806	460934.0133	0.9852148493	243531.552
4388	0.1098695749	460933.6809	0.9852148707	243529.9834
4389	0.1098612955	460914.405	0.9852161073	243511.0927
4390	0.109851378	460904.1344	0.9852167661	243496.469
4391	0.1098379271	460891.6918	0.9852175643	243481.7201
4392	0.1098204969	460867.002	0.985219148	243458.2205
4393	0.1098207904	460863.7546	0.9852193563	243455.4686
4394	0.1098182828	460848.9598	0.9852203053	243441.0115
4395	0.1098112428	460843.3693	0.9852206639	243436.1623
4396	0.1098076358	460832.0471	0.9852213901	243422.6751
4397	0.1097990559	460811.7626	0.9852226911	243383.3638
4398	0.109769893	460801.5503	0.985223346	243365.1302
4399	0.109763607	460786.4818	0.9852243124	243359.5507
4400	0.1097584293	460763.2346	0.9852258033	243340.0121
4401	0.1097380567	460745.9876	0.9852269093	243317.6087
4402	0.1097254032	460734.5193	0.9852276447	243300.0572
4403	0.1097022095	460713.2817	0.9852290066	243258.4961
4404	0.1096900707	460698.5823	0.9852299491	243242.883
4405	0.1096814999	460677.8399	0.9852312791	243227.4361
4406	0.1096615047	460657.5879	0.9852325776	243192.3543
4407	0.1096491229	460639.6108	0.9852337301	243165.1498
4408	0.109624848	460626.4204	0.9852345758	243142.3516
4409	0.1095966835	460607.1102	0.9852358137	243111.8185
4410	0.1095865862	460601.8796	0.985236149	243103.4222
4411	0.1095758497	460582.7789	0.9852373735	243086.0003
4412	0.1095716472	460563.1659	0.9852386308	243049.5541
4413	0.1095690672	460549.791	0.9852394881	243035.7741
4414	0.1095508877	460546.593	0.9852396931	243031.9259
4415	0.1095309894	460527.6963	0.9852409043	243007.6681
4416	0.1094910068	460511.3888	0.9852419495	242972.458
4417	0.1094941786	460487.6154	0.9852434732	242955.9445
4418	0.1094904573	460482.1338	0.9852438246	242951.2433
4419	0.1094871781	460468.8069	0.9852446787	242934.2251
4420	0.1094734634	460431.0836	0.9852470962	242886.815
4421	0.1094526947	460413.8917	0.9852481979	242864.8803
4422	0.109417244	460375.1527	0.9852506802	242814.8089
4423	0.1093989083	460361.5805	0.9852515498	242797.3642
4424	0.1093549049	460358.8333	0.9852517259	242788.2899
4425	0.1093329316	460335.7537	0.9852532046	242760.7916
4426	0.1093285639	460316.5884	0.9852544325	242724.7456
4427	0.109301481	460304.2062	0.9852552258	242699.4591
4428	0.1092831586	460290.9021	0.9852560781	242682.1951
4429	0.1092701176	460279.0314	0.9852568386	242663.5879
4430	0.1092426706	460263.7436	0.9852578179	242632.4125
4431	0.109226752	460240.4553	0.9852593097	242602.8293
4432	0.1092224291	460221.6773	0.9852605125	242567.2456
4433	0.1092113966	460184.5676	0.9852628895	242533.8855
4434	0.1092078294	460179.1538	0.9852632362	242529.2294
4435	0.1091875336	460158.7171	0.9852645451	242499.4902
4436	0.1091569885	460140.1802	0.9852657323	242475.7257
4437	0.1091315421	460122.2428	0.985266881	242450.4521
4438	0.1091316397	460018.5214	0.9852735226	242417.6873
4439	0.1091123101	460010.4205	0.9852740412	242400.651
4440	0.1091008221	460002.5073	0.9852745479	242393.0467
4441	0.109060865	459986.6941	0.9852755603	242358.9596
4442	0.1090559861	459966.6734	0.985276842	242338.0462
4443	0.1090608198	459966.0517	0.9852768818	242336.4308
4444	0.1090513365	459949.0846	0.985277968	242315.5624
4445	0.1090472975	459930.6643	0.9852791471	242280.4805
4446	0.1090190605	459920.6829	0.9852797861	242256.622
4447	0.1090079069	459902.55	0.9852809468	242232.7096
4448	0.1089905667	459887.2873	0.9852819237	242204.2367
4449	0.1089862431	459851.347	0.9852842241	242180.4668
4450	0.1089590742	459840.8741	0.9852848944	242159.4637
4451	0.1089371543	459827.6087	0.9852857433	242134.0802
4452	0.1089239692	459827.0558	0.9852857787	242132.029
4453	0.1088845546	459815.0616	0.9852865463	242101.103
4454	0.108879341	459785.3968	0.9852884447	242086.0576
4455	0.1088800318	459775.9809	0.9852890473	242075.3035
4456	0.1088566378	459763.1872	0.985289866	242053.1249
4457	0.1088459172	459748.8588	0.9852907828	242035.5684
4458	0.1088294415	459733.5338	0.9852917634	242009.9794
4459	0.1088158592	459733.2176	0.9852917837	242008.4378
4460	0.1088194185	459704.0645	0.985293649	241982.4984
4461	0.1088096784	459703.8386	0.9852936634	241981.2741
4462	0.1088022872	459688.8688	0.9852946212	241958.5583
4463	0.108804763	459685.2164	0.9852948549	241953.6465
4464	0.1087571092	459677.9701	0.9852953185	241935.142
4465	0.1087556919	459657.5796	0.985296623	241919.1214
4466	0.1087306383	459641.0931	0.9852976777	241889.8917
4467	0.108714295	459610.1424	0.9852996577	241862.4541
4468	0.1087107031	459590.2783	0.9853009283	241842.9534
4469	0.1086896542	459571.5018	0.9853021294	241811.0679
4470	0.1086763045	459557.7093	0.9853030116	241785.6637
4471	0.1086564054	459537.8844	0.9853042796	241757.0901
4472	0.1086384343	459525.2752	0.985305086	241739.9218
4473	0.1086205804	459497.4091	0.9853068682	241703.3226
4474	0.1086024138	459481.0516	0.9853079143	241681.6263
4475	0.1085969147	459470.6612	0.9853085788	241663.1559
4476	0.1085854269	459417.4353	0.9853119823	241616.6592
4477	0.1085745386	459417.0889	0.9853120045	241614.8181
4478	0.1085639705	459416.8436	0.9853120202	241613.8619
4479	0.1085644543	459411.5357	0.9853123596	241609.8031
4480	0.1085463937	459395.4715	0.9853133867	241587.8482
4481	0.1085289024	459387.0322	0.9853139263	241570.6436
4482	0.1085258221	459367.7354	0.9853151601	241555.5465
4483	0.1085260159	459326.6513	0.9853177867	241542.2539
4484	0.1085127612	459314.2671	0.9853185784	241520.6294
4485	0.1085029286	459292.4592	0.9853199725	241493.1636
4486	0.1084908893	459274.374	0.9853211285	241471.6462
4487	0.1084810378	459269.4127	0.9853214456	241463.4733
4488	0.1084666439	459249.6344	0.9853227099	241426.2845
4489	0.1084590171	459234.1436	0.9853237	241406.4754
4490	0.1084580396	459233.9089	0.985323715	241406.2746
4491	0.1084656527	459198.8428	0.9853259562	241386.1025
4492	0.1084511294	459194.0605	0.9853262619	241379.2332
4493	0.1084180441	459180.3061	0.9853271409	241354.6175
4494	0.1084101251	459174.5014	0.9853275119	241347.0424
4495	0.1083910309	459167.8159	0.9853279391	241336.1414
4496	0.1083802685	459135.2568	0.9853300198	241298.5853
4497	0.1083697728	459122.0486	0.9853308638	241283.9394
4498	0.1083635854	459114.5584	0.9853313425	241273.3963
4499	0.1083603891	459104.7797	0.9853319673	241259.147
4500	0.1083438175	459088.9156	0.985332981	241239.4383
4501	0.108320049	459071.6536	0.985334084	241212.1944
4502	0.1082960219	459063.3968	0.9853346115	241191.8981
4503	0.108283454	459003.9625	0.9853384087	241150.3863
4504	0.1082661132	458989.2068	0.9853393513	241135.7215
4505	0.1082599942	458972.8986	0.9853403931	241117.2745
4506	0.1082505225	458948.8767	0.9853419276	241088.5458
4507	0.1082474704	458924.9691	0.9853434547	241085.2164
4508	0.1082363439	458913.1618	0.9853442088	241068.5433
4509	0.1082115355	458897.1027	0.9853452346	241040.3921
4510	0.1082053111	458885.9806	0.9853459449	241020.5003
4511	0.1082001988	458872.6742	0.9853467947	241008.0428
4512	0.1081959357	458860.7444	0.9853475566	240989.6788
4513	0.1081743875	458843.189	0.9853486778	240950.6128
4514	0.1081878982	458827.8191	0.9853496593	240929.3509
4515	0.108170983	458812.307	0.9853506499	240908.7161
4516	0.1081582799	458788.3859	0.9853521774	240884.2654
4517	0.1081509982	458753.7066	0.9853543918	240832.5441
4518	0.1081390638	458687.4814	0.9853586199	240774.1269
4519	0.1081156851	458668.7533	0.9853598155	240746.5644
4520	0.1080922723	458650.5707	0.9853609762	240721.2983
4521	0.1080850638	458643.406	0.9853614336	240713.1551
4522	0.1080791044	458642.9108	0.9853614652	240711.7835
4523	0.1080758308	458629.4505	0.9853623244	240691.2969
4524	0.1080661392	458612.3856	0.9853634136	240664.3814
4525	0.1080331374	458589.1893	0.9853648942	240621.7433
4526	0.1080288889	458589.0184	0.9853649051	240621.3938
4527	0.1080130112	458566.3055	0.9853663548	240576.7264
4528	0.1079965592	458551.1013	0.9853673252	240556.565
4529	0.1079808035	458532.9801	0.9853684817	240523.8988
4530	0.1079813496	458492.7668	0.9853710479	240511.6218
4531	0.1079690647	458480.8112	0.9853718108	240500.2465
4532	0.1079395087	458464.4625	0.985372854	240468.7836
4533	0.1079211497	458454.5068	0.9853734893	240454.6426
4534	0.1079189122	458436.8436	0.9853746163	240439.5177
4535	0.1079239696	458408.8904	0.9853763998	240414.7918
4536	0.1079166012	458408.5197	0.9853764235	240413.5928
4537	0.1078994716	458382.2124	0.9853781019	240380.3562
4538	0.1078638051	458366.9515	0.9853790755	240362.2483
4539	0.1078602586	458344.304	0.9853805203	240353.2099
4540	0.1078375892	458333.4066	0.9853812154	240337.2405
4541	0.1078240585	458322.7662	0.9853818942	240317.5514
4542	0.1078044601	458313.2084	0.9853825039	240300.8399
4543	0.1077950888	458312.9047	0.9853825232	240299.2698
4544	0.107786778	458294.8325	0.985383676	240276.79
4545	0.1077626105	458280.0157	0.9853846211	240253.7502
4546	0.1077540638	458269.55	0.9853852886	240245.4121
4547	0.1077469543	458260.1999	0.985385885	240233.4675
4548	0.1077415217	458230.5379	0.9853877768	240216.4281
4549	0.1077211915	458223.1963	0.985388245	240201.0287
4550	0.1077069675	458208.3934	0.9853891891	240182.8259
4551	0.1077025	458199.1783	0.9853897767	240173.3923
4552	0.107672293	458189.9438	0.9853903656	240162.2419
4553	0.1076650229	458189.5845	0.9853903886	240161.0649
4554	0.1076634883	458183.6136	0.9853907693	240153.1412
4555	0.1076389705	458164.7311	0.9853919734	240127.9972
4556	0.1076203296	458149.2972	0.9853929576	240099.0461
4557	0.1076143606	458124.4413	0.9853945425	240080.1062
4558	0.107612531	458120.4225	0.9853947987	240075.9123
4559	0.1075956463	458113.7397	0.9853952249	240071.6328
4560	0.1075895951	458091.0188	0.9853966735	240049.9655
4561	0.1075675883	458063.8858	0.9853984034	240018.3191
4562	0.1075476867	458049.4026	0.9853993267	239993.383
4563	0.1075432723	458038.0095	0.985400053	239981.9849
4564	0.1075345717	458026.8925	0.9854007617	239965.5978
4565	0.107500755	457993.2906	0.9854029037	239919.594
4566	0.1074983192	457893.623	0.9854092562	239887.7138
4567	0.1074745321	457880.01	0.9854101238	239870.4735
4568	0.1074712827	457856.9911	0.9854115907	239847.5062
4569	0.1074578655	457828.0553	0.9854134345	239812.9349
4570	0.1074536966	457820.3311	0.9854139267	239806.139
4571	0.1074483106	457780.3194	0.9854164762	239796.2186
4572	0.1074427928	457751.3996	0.9854183187	239785.6453
4573	0.1074182314	457740.7902	0.9854189946	239767.3993
4574	0.1074157884	457735.8028	0.9854193123	239756.8054
4575	0.1074160654	457730.761	0.9854196336	239752.6867
4576	0.1073956798	457712.2529	0.9854208126	239728.4872
4577	0.1073671051	457697.2125	0.9854217708	239700.4847
4578	0.1073341492	457687.2153	0.9854224076	239687.3988
4579	0.1073197844	457679.3453	0.9854229089	239671.862
4580	0.1072995935	457664.057	0.9854238828	239645.7331
4581	0.1072862709	457655.4372	0.9854244318	239636.7137
4582	0.1072659209	457639.8406	0.9854254253	239606.6881
4583	0.1072518619	457619.1168	0.9854267452	239590.3403
4584	0.1072521988	457605.7658	0.9854275956	239574.2054
4585	0.1072405668	457591.3187	0.9854285157	239549.4819
4586	0.1072141155	457573.0255	0.9854296807	239519.4605
4587	0.1072012084	457563.8295	0.9854302663	239506.8907
4588	0.1071948769	457461.5264	0.9854367807	239478.6501
4589	0.1071675257	457444.7107	0.9854378513	239452.0964
